Time,current_position_1,current_position_2,current_position_3,error_position_1,error_position_2,error_position_3,controller_1,controller_2,controller_3
14.04,-0.0151346476940718,-0.0316133887543366,0.839784173294902,0.0151346476940718,0.0316133887543366,-0.0397841732949018,-0.00105052664494811,-0.059224108716257,-0.400758370983601
14.08,-0.0154580997812252,-0.0314560639758183,0.839897302910686,0.0154580997812252,0.0314560639758183,-0.0398973029106855,-0.00103580011447256,-0.0592801358726223,-0.401059012957662
14.12,-0.0157130603013928,-0.0313879069931531,0.840057818219066,0.0157130603013928,0.0313879069931531,-0.0400578182190656,-0.00141658645923671,-0.059984543676407,-0.401692922143638
14.16,-0.0158482217825187,-0.0312296578968386,0.840042976662517,0.0158482217825187,0.0312296578968386,-0.0400429766625165,-0.00222958853899649,-0.0593083289994975,-0.40001204835251
14.2,-0.0159611387038323,-0.0310297653071242,0.840003279969096,0.0159611387038323,0.0310297653071242,-0.0400032799690961,-0.00231955952549799,-0.058978505078906,-0.399823734590411
14.24,-0.0160760715108024,-0.0308979809850967,0.839841930195689,0.0160760715108024,0.0308979809850967,-0.0398419301956892,-0.00222654498287846,-0.0594986628883613,-0.39860653546378
14.28,-0.0161328156202528,-0.0307275616801563,0.83950069360435,0.0161328156202528,0.0307275616801563,-0.03950069360435,-0.00260811042747496,-0.0592025287565083,-0.396716732849181
14.32,-0.0160830592471808,-0.0305572541416795,0.839009849354625,0.0160830592471808,0.0305572541416795,-0.0390098493546247,-0.00339450096438061,-0.0591966991129546,-0.395054235527664
14.36,-0.0158645494180376,-0.0304520583393316,0.838096229359508,0.0158645494180376,0.0304520583393316,-0.0380962293595075,-0.00471538969807818,-0.0597040733212662,-0.390447687774897
14.4,-0.0157531289138864,-0.0303911209101851,0.837285546585917,0.0157531289138864,0.0303911209101851,-0.0372855465859174,-0.00392505886346188,-0.0600725402652965,-0.391147911062092
14.44,-0.0155019972923608,-0.0301600909700975,0.836203841492534,0.0155019972923608,0.0301600909700975,-0.0362038414925336,-0.00504183863455273,-0.0587652166990235,-0.387971406410634
14.48,-0.0152124638384246,-0.0300637038016956,0.835413126274943,0.0152124638384246,0.0300637038016956,-0.0354131262749433,-0.00541466176462203,-0.0597968028012459,-0.390558355242759
14.52,-0.0146086524632604,-0.0299751155889012,0.834595529362559,0.0146086524632604,0.0299751155889012,-0.0345955293625593,-0.00798284579622078,-0.0598799870907875,-0.38995156609118
14.56,-0.0143590393467761,-0.0299498285447962,0.834778873249888,0.0143590393467761,0.0299498285447962,-0.0347788732498884,-0.00539698679778852,-0.060404581269494,-0.400121837090701
14.6,-0.0140946412298323,-0.0298117225409169,0.835185615345836,0.0140946412298323,0.0298117225409169,-0.0351856153458356,-0.00558491546931886,-0.0595630963267242,-0.402628747971356
14.64,-0.0138231782524212,-0.0297440283429933,0.835592893883586,0.0138231782524212,0.0297440283429933,-0.0355928938835859,-0.00571829783132837,-0.0601237306373051,-0.402908122888952
14.68,-0.0135747715856343,-0.0296739220022119,0.836210994049907,0.0135747715856343,0.0296739220022119,-0.0362109940499067,-0.00561709181185706,-0.060137085086244,-0.405396575045586
14.72,-0.0132484754745562,-0.0295433863891592,0.836870996281505,0.0132484754745562,0.0295433863891592,-0.0368709962815046,-0.00630463154530104,-0.0596909991429936,-0.406218018802255
14.76,-0.013009002966602,-0.029442168656535,0.837186662480235,0.013009002966602,0.029442168656535,-0.0371866624802351,-0.00572274657410398,-0.0599294829259353,-0.403006233565509
14.8,-0.012753705366291,-0.0292870311106014,0.837436525151134,0.012753705366291,0.0292870311106014,-0.0374365251511335,-0.00591753580097142,-0.0595219136450553,-0.402547502947599
14.84,-0.0122863702148759,-0.0290182077286452,0.83719870261848,0.0122863702148759,0.0290182077286452,-0.0371987026184797,-0.00766924408408565,-0.0586203145843237,-0.397626612696052
14.88,-0.0121461180790042,-0.0289492539135349,0.836767761036754,0.0121461180790042,0.0289492539135349,-0.0367677610367536,-0.00524764958142878,-0.0601497912250814,-0.395554348819703
14.92,-0.0120014885435594,-0.0288549254216498,0.836176363751292,0.0120014885435594,0.0288549254216498,-0.0361763637512922,-0.00531403965624709,-0.0599796482603436,-0.393727628661692
14.96,-0.0118752978228466,-0.0288081635782049,0.835897294804454,0.0118752978228466,0.0288081635782049,-0.0358972948044538,-0.00520222185695565,-0.0603754032371096,-0.396783730302006
15,-0.0117899473048706,-0.0287251575206374,0.83558258228004,0.0117899473048706,0.0287251575206374,-0.0355825822800397,-0.00490630994797391,-0.0601279855353206,-0.396341732853651
15.04,-0.0116608445221365,-0.0286827337581844,0.835429696366191,0.0116608445221365,0.0286827337581844,-0.0354296963661909,-0.00526251315214331,-0.0604728335587385,-0.397954721166938
15.08,-0.0114919270231179,-0.0285767824439035,0.835094360634685,0.0114919270231179,0.0285767824439035,-0.0350943606346845,-0.00560536883484025,-0.060011361861834,-0.396033414517343
15.12,-0.0113533381083409,-0.0284763832746976,0.834696738049388,0.0113533381083409,0.0284763832746976,-0.0346967380493879,-0.00541035616489346,-0.0600699968471016,-0.395281923408061
15.16,-0.0107534300841491,-0.0283436625252518,0.833804873749614,0.0107534300841491,0.0283436625252518,-0.0338048737496137,-0.0090875060189636,-0.0598314494620734,-0.389962967589498
